Date,Type,Subgroup,Continued claims
01/11/2020,Continued claims by industry,"Arts, entertainment, and recreation",1398
01/18/2020,Continued claims by industry,"Arts, entertainment, and recreation",1437
01/25/2020,Continued claims by industry,"Arts, entertainment, and recreation",1467
02/01/2020,Continued claims by industry,"Arts, entertainment, and recreation",1475
02/08/2020,Continued claims by industry,"Arts, entertainment, and recreation",1484
02/15/2020,Continued claims by industry,"Arts, entertainment, and recreation",1482
02/22/2020,Continued claims by industry,"Arts, entertainment, and recreation",1462
02/29/2020,Continued claims by industry,"Arts, entertainment, and recreation",1437
03/07/2020,Continued claims by industry,"Arts, entertainment, and recreation",1373
03/14/2020,Continued claims by industry,"Arts, entertainment, and recreation",1487
03/21/2020,Continued claims by industry,"Arts, entertainment, and recreation",4431
03/28/2020,Continued claims by industry,"Arts, entertainment, and recreation",6257
04/04/2020,Continued claims by industry,"Arts, entertainment, and recreation",7676
04/11/2020,Continued claims by industry,"Arts, entertainment, and recreation",8511
04/18/2020,Continued claims by industry,"Arts, entertainment, and recreation",8858
04/25/2020,Continued claims by industry,"Arts, entertainment, and recreation",9001
05/02/2020,Continued claims by industry,"Arts, entertainment, and recreation",9211
05/09/2020,Continued claims by industry,"Arts, entertainment, and recreation",9090
05/16/2020,Continued claims by industry,"Arts, entertainment, and recreation",8974
05/23/2020,Continued claims by industry,"Arts, entertainment, and recreation",8907
05/30/2020,Continued claims by industry,"Arts, entertainment, and recreation",8706
06/06/2020,Continued claims by industry,"Arts, entertainment, and recreation",8509
06/13/2020,Continued claims by industry,"Arts, entertainment, and recreation",8363
06/20/2020,Continued claims by industry,"Arts, entertainment, and recreation",8035
06/27/2020,Continued claims by industry,"Arts, entertainment, and recreation",7737
07/04/2020,Continued claims by industry,"Arts, entertainment, and recreation",7487
07/11/2020,Continued claims by industry,"Arts, entertainment, and recreation",7459
07/18/2020,Continued claims by industry,"Arts, entertainment, and recreation",7309
07/25/2020,Continued claims by industry,"Arts, entertainment, and recreation",7180
08/01/2020,Continued claims by industry,"Arts, entertainment, and recreation",6776
08/08/2020,Continued claims by industry,"Arts, entertainment, and recreation",6481
08/15/2020,Continued claims by industry,"Arts, entertainment, and recreation",6235
08/22/2020,Continued claims by industry,"Arts, entertainment, and recreation",5887
08/29/2020,Continued claims by industry,"Arts, entertainment, and recreation",5621
09/05/2020,Continued claims by industry,"Arts, entertainment, and recreation",5348
09/12/2020,Continued claims by industry,"Arts, entertainment, and recreation",5106
09/19/2020,Continued claims by industry,"Arts, entertainment, and recreation",4880
09/26/2020,Continued claims by industry,"Arts, entertainment, and recreation",4585
10/03/2020,Continued claims by industry,"Arts, entertainment, and recreation",4383
10/10/2020,Continued claims by industry,"Arts, entertainment, and recreation",4247
10/17/2020,Continued claims by industry,"Arts, entertainment, and recreation",4142
10/24/2020,Continued claims by industry,"Arts, entertainment, and recreation",4078
10/31/2020,Continued claims by industry,"Arts, entertainment, and recreation",4038
11/07/2020,Continued claims by industry,"Arts, entertainment, and recreation",4016
11/14/2020,Continued claims by industry,"Arts, entertainment, and recreation",3983
11/21/2020,Continued claims by industry,"Arts, entertainment, and recreation",3990
11/28/2020,Continued claims by industry,"Arts, entertainment, and recreation",4041
12/05/2020,Continued claims by industry,"Arts, entertainment, and recreation",4170
12/12/2020,Continued claims by industry,"Arts, entertainment, and recreation",4294
12/19/2020,Continued claims by industry,"Arts, entertainment, and recreation",4289
12/26/2020,Continued claims by industry,"Arts, entertainment, and recreation",4388
01/02/2021,Continued claims by industry,"Arts, entertainment, and recreation",4678
01/09/2021,Continued claims by industry,"Arts, entertainment, and recreation",4881
01/16/2021,Continued claims by industry,"Arts, entertainment, and recreation",5002
01/23/2021,Continued claims by industry,"Arts, entertainment, and recreation",5001
01/30/2021,Continued claims by industry,"Arts, entertainment, and recreation",5014
02/06/2021,Continued claims by industry,"Arts, entertainment, and recreation",5026
02/13/2021,Continued claims by industry,"Arts, entertainment, and recreation",4998
02/20/2021,Continued claims by industry,"Arts, entertainment, and recreation",4975
02/27/2021,Continued claims by industry,"Arts, entertainment, and recreation",4928
03/06/2021,Continued claims by industry,"Arts, entertainment, and recreation",4807
03/13/2021,Continued claims by industry,"Arts, entertainment, and recreation",4675
03/20/2021,Continued claims by industry,"Arts, entertainment, and recreation",4463
03/27/2021,Continued claims by industry,"Arts, entertainment, and recreation",4277
04/03/2021,Continued claims by industry,"Arts, entertainment, and recreation",4024
04/10/2021,Continued claims by industry,"Arts, entertainment, and recreation",3831
04/17/2021,Continued claims by industry,"Arts, entertainment, and recreation",3697
04/24/2021,Continued claims by industry,"Arts, entertainment, and recreation",3552
05/01/2021,Continued claims by industry,"Arts, entertainment, and recreation",3421
05/08/2021,Continued claims by industry,"Arts, entertainment, and recreation",3316
